Latitude	Longitude	Altitude	Time	Run_hours	Vert_coord	Model_top
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/16/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/17/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/18/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/19/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/20/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	100.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	500.0000	05/21/10	-144	0	1000000.0000
32.5200	-117.0370	10.0000	05/21/10	-144	0	1000000.0000
